No of Bedrooms ,total_sqft,bath,No of balcony,site_location,price
2,1180,2,2,77,55
3,2392,3,2,77,249
2,1185,2,2,77,42
2,1172,2,2,77,75
5,750,3,1,77,95
2,860,2,1,77,28.93
2,1190,2,2,77,59.9
2,825,2,1,77,35
3,1680,3,2,77,112
2,1020,2,1,77,70
2,1164,2,2,77,64.08
1,535,1,0,77,33.66
2,957,2,1,77,55
3,1850,3,2,77,150
4,3000,4,0,77,134
2,1045,2,1,77,40.65
3,1704,3,2,77,94.36
1,410,1,1,77,15
2,985,2,1,77,45
4,3626,5,3,77,788
2,970,2,1,77,52.5
3,1100,3,2,77,53
2,1185,2,2,77,43.5
2,1235,2,2,77,44.5
3,1602,3,2,77,56
4,1200,4,1,77,105
7,3200,7,0,77,150
4,2450,3,2,77,110
3,1573,3,2,77,115
4,3000,5,3,77,500
3,1650,3,1,77,180
3,1305,3,1,77,33.28
3,2087.01,4,2,77,160
3,1435,2,2,77,115
2,1000,2,0,77,50
2,1165,2,1,77,51.42
3,1200,3,0,77,190
3,1650,2,1,77,130
3,1800,3,1,77,84
3,2395,4,2,77,150
3,2511,3,3,78,205
3,1350,2,1,78,56
3,1804,3,2,78,120
1,530,1,0,78,11.66
3,1220,2,1,78,35.23
1,525,1,1,78,27.25
2,1210,2,2,78,58
4,4300,5,2,78,550
4,1200,3,0,78,95
4,5091,1,0,78,304
2,1209,2,1,78,50
2,1255,2,1,78,52.32
2,856,2,3,78,40
4,2000,4,0,78,120
2,620,2,1,78,22
3,1610,2,2,78,111
3,1564,2,1,78,92
3,1750,3,2,78,84
2,1070,2,1,78,55
3,1743,3,2,78,85
3,1550,3,3,78,110
1,950,1,1,78,50
4,1350,4,1,78,200
4,3200,4,2,78,1200
2,2200,2,0,78,62
2,1139,2,2,78,56.85
2,1153,2,1,78,48.5
3,1370,2,2,78,75
2,1450,2,1,78,58
0,2400,1,0,78,46.8
2,1365,2,2,78,73
4,600,4,1,78,81
3,1570,3,1,78,105
4,1000,4,1,78,75
3,440,3,0,78,50
3,1600,3,3,78,160
3,1200,3,2,78,130
4,3126,4,0,78,120
3,1200,3,1,78,120
5,1200,4,1,78,160
2,1400,2,2,78,168
2,1141,2,2,78,49
4,4000,4,3,78,220
3,1500,3,3,78,100
3,1530,2,1,78,97
1,669,1,1,78,36.85
2,580,2,0,78,95
4,4000,4,1,78,650
3,1645,3,2,78,117
3,2320,3,2,78,170
2,1140,2,1,78,33.06
2,1342,2,2,78,115
3,1254,2,2,78,70
6,800,6,2,78,98
2,1180,2,2,78,40
2,1341,2,1,78,75.76
3,1360,2,3,78,85
2,1006,2,1,78,57
2,870,2,1,78,65
4,2010,3,2,78,125
2,1200,2,1,78,60
5,875,5,3,78,120
2,1000,2,2,78,53
7,2800,7,1,78,250
3,1100,2,2,78,52
3,2197,3,2,78,136
3,1650,3,2,78,101
3,1549,3,2,78,80
9,1200,7,3,78,95
3,1350,2,1,78,75
2,1050,2,2,78,47.25
2,1025,2,0,78,42.5
1,525,1,1,78,27.5
3,1830,3,1,78,88
2,1060,2,1,78,48
2,1035,2,2,78,49
3,875,2,2,78,40
2,1088,2,2,78,48
2,1200,2,1,78,54
2,1125,2,2,78,36.94
2,1100,2,2,78,32
3,1779,3,2,78,90
3,1645,3,2,78,117
4,2330,3,2,78,94.71
4,3033,4,1,78,326
1,775,1,0,78,39
2,940,2,1,78,56
1,400,1,1,78,11.5
2,957,2,2,78,54.5
2,770,1,1,78,70
2,1170,2,2,78,59
3,1770,4,1,78,68
3,1470,3,2,78,54
3,1800,3,2,78,53
1,400,1,1,78,11.5
3,1816,3,1,78,119
2,1290,2,1,78,85
3,1555,3,1,78,100
3,1441,2,1,78,95
2,900,2,2,78,35
2,1060,2,1,78,46
3,500,2,1,78,75
3,1270,2,2,78,55.25
2,1007,2,1,78,64
2,1128,2,1,78,65.45
4,4025,6,1,78,350
2,1500,2,0,78,90
3,1310,2,1,78,70
2,1410,2,2,78,73
4,3500,4,0,78,150
2,890,2,2,78,45
2,1091,2,1,78,40
2,1300,2,2,78,28
4,3535,4,2,78,215
3,1275,2,2,78,88
3,1573,3,1,78,90
4,3300,4,2,78,135
6,5100,7,0,78,225
2,1125,2,1,78,32.49
4,2282,4,0,78,115
3,2145,3,2,78,170
2,1275,2,3,78,55
1,793,1,1,78,40
4,2375,4,2,78,189
2,1190,2,1,78,42
4,1200,4,0,78,120
2,1026,2,1,78,60.8
4,1600,4,3,78,250
3,5656,5,0,78,499
2,1190,2,2,78,46.41
2,1200,2,1,78,47
2,1092,2,2,78,44
6,4000,5,1,78,540
3,1310,3,1,78,63.25
6,625,3,3,78,78
2,1495,2,1,78,78
4,2872,4,3,78,183
3,1590,3,2,78,57
2,460,1,0,79,22
3,1550,3,3,79,65
2,913,2,1,79,32
2,1205,2,3,79,66
2,850,2,1,79,30
2,656,2,1,79,25
3,1100,2,1,79,58
3,2280,4,2,79,126
3,1691,3,2,79,113
1,400,1,1,79,11
5,4200,5,2,79,225
2,1357,2,1,79,115
3,1621,4,0,79,130
2,1200,2,2,79,40
2,982,2,1,79,47.65
2,1694,2,2,79,125
4,3435,6,0,79,228.5
2,1125,2,2,79,62
3,2160,4,2,79,172
4,1204,4,1,79,125
3,1699,3,3,79,97
3,1200,2,0,79,150
4,3067,4,2,79,230
2,1200,2,1,79,78
3,1430,2,2,79,56
1,600,1,0,79,97.5
4,2882,5,0,79,145.5
3,1374,2,1,79,72
4,3366,4,0,79,120
4,1500,2,1,79,450
5,2849,5,0,79,300
2,1243,2,2,79,46
4,5400,4,3,79,725
2,900,2,1,79,45
4,3385,4,0,79,260
2,1200,2,0,79,79
3,1700,3,2,79,75
3,1410,2,3,79,52.17
4,2600,4,3,79,260
4,1884,4,2,79,120
2,726,2,1,79,35
2,937,2,1,79,44
3,2372,3,0,79,140
4,3900,5,0,79,360
3,1300,2,2,79,39
3,2200,4,2,79,105
2,1094,2,1,79,44
2,950,2,1,79,45.68
3,2400,3,2,79,190
3,1750,3,3,79,99
2,1090,2,2,79,59.8
2,1004,2,1,79,49
8,600,8,0,79,70
2,1339,2,2,79,71.5
3,1350,2,3,79,63
3,1200,3,0,79,70
2,1260,2,2,79,47.88
4,2000,4,1,79,75
2,1026,2,1,79,49.95
2,995,2,0,79,42
2,1040,2,1,79,37
4,1260,4,2,79,65
3,1475,2,2,79,58.99
2,1020,2,3,79,48
3,1405,3,2,79,48.87
4,600,4,0,79,65
3,1220,3,1,79,36.6
1,700,1,1,79,38
8,1150,9,0,79,170
2,1150,2,2,79,58
3,1385,2,2,79,68.5
2,980,2,1,79,38.19
3,1395,3,3,79,82
5,690,4,1,79,83
2,1160,2,1,79,49
2,1000,2,1,79,29.95
2,1200,2,2,79,52
3,1533,3,1,79,98.18
3,1656,3,2,79,75
3,3489,3,1,79,662
3,1697,3,2,79,110
4,10200,4,1,79,1250
3,1284,2,2,79,75
2,1200,2,3,79,60
2,780,2,1,79,72
2,1000,2,2,79,48
2,1015,2,1,79,40.1
1,666,1,1,79,36.8
1,460,1,1,79,13
2,1181,2,2,79,57
3,2646,3,0,79,99
1,450,1,1,79,15
3,1365,3,1,79,76.18
3,1609,3,3,79,115
4,3420,3,2,79,410
3,1680,3,2,79,125
4,1200,4,0,79,130
3,600,2,1,79,85
2,1115,2,1,79,50
3,1757,3,3,79,98
3,1319,3,1,79,37.75
3,1495,3,2,79,60
5,5384,5,3,79,420
2,1100,2,2,79,48
2,1250,2,1,79,55
3,1254,2,1,79,70
3,1157,2,1,79,72
1,615,1,0,79,27.565
2,1150,2,1,79,42
4,5400,4,0,79,250
4,3000,4,2,79,235
2,1346,2,1,79,74.03
3,1990,3,3,79,98
2,1102,2,2,79,53.67
3,1222,2,1,79,68
2,1135,2,2,79,58
2,1277,2,1,79,77
2,1139.7,2,1,79,45
3,1759,3,0,79,92.63
2,760,2,1,79,37.49
2,1220,2,1,79,89
2,1115,2,1,79,115
1,675,1,1,79,35
3,1750,3,2,79,120
3,800,2,0,79,60
3,1920,3,3,79,122
3,1400,2,2,79,78
3,1321,2,0,79,40
2,1300,2,1,79,33
2,1284,2,2,79,53.36
3,1844,3,1,79,89
2,1314,2,3,79,80
2,1160,2,2,79,42
2,1440,2,2,79,165
2,890,2,3,79,37
3,1500,2,3,79,82
3,1486,2,2,79,65
3,2215,4,2,79,152
6,4400,6,3,80,250
3,1500,3,2,80,100
3,1868,3,2,80,131
2,1075,2,2,80,60
2,1020,2,2,80,63
4,1780,4,3,80,175
3,1200,3,2,80,46
2,1341,2,1,80,97
3,1075,3,2,80,36
2,1047,2,1,80,82
4,1215,4,3,80,205
3,1600,3,2,80,75
3,1200,3,1,80,68.4
3,1610,3,1,80,90
2,1700,2,2,80,150
3,600,3,2,80,75
2,1100,2,2,80,37.1
4,2200,4,3,80,235
2,1296,2,1,80,75
2,1200,2,0,80,67
4,2025,4,3,80,109
2,1161,2,1,80,55.15
3,1929,4,1,80,103
2,1233,2,2,80,77.65
2,1060,2,2,80,55
3,1660,3,3,80,75
2,1065,2,2,80,50
3,1754,3,2,80,124
2,1150,2,1,80,54
4,525,5,2,80,56
2,1420,2,1,80,99.39
2,1105,2,2,80,49.73
1,794,1,1,80,60
3,1700,3,2,80,90
3,1370,2,2,80,75
6,2480,4,1,80,750
5,750,4,0,80,62
3,1375,3,2,80,59
4,1700,4,0,80,108
2,1110,2,1,80,40
3,1500,3,2,80,149
2,1075,2,1,80,60
6,1500,6,0,80,240
2,1200,2,2,80,58
2,1115,2,1,80,40
3,1594,3,0,80,125
2,1100,2,2,80,49
2,600,3,2,80,85
1,645,1,1,80,16.45
2,1143,2,1,80,55
3,1922,3,3,80,106
2,1295,2,2,80,95
2,940,2,2,80,49
2,938,2,0,80,35
3,1560,2,2,80,65
3,1285,2,2,80,44.98
4,1200,3,0,80,110
2,1128,2,1,80,65.7
3,2000,3,1,80,145
2,1277,2,2,80,59
8,1500,8,2,80,150
3,1173,2,2,80,45.75
5,2400,5,3,80,285
3,2880,3,2,80,501
2,929,2,1,80,56
3,1678,3,0,80,92.13
2,1198,2,1,80,54
2,1012,2,1,80,64
2,937,2,1,80,30
3,1404,2,0,80,53.35
2,990,2,3,80,35
3,1200,2,1,80,100
3,2000,3,2,80,105
1,650,1,3,80,500
3,1484,2,0,80,65
3,1457,3,3,80,85
3,2700,3,0,80,500
2,1100,2,1,80,68
4,600,4,2,80,87
3,1278,2,2,80,59
2,1250,2,2,80,47
2,870,2,2,80,38
3,2600,3,2,80,199
2,1000,2,2,80,40
2,1194,2,2,80,47
2,1183,2,1,80,77.25
3,2400,2,0,80,360
4,3293,5,2,80,425
2,900,2,0,80,128
3,1550,3,3,80,64.7
2,1161,2,3,80,36.69
2,1000,2,1,80,55
2,1364,2,1,80,64.79
2,770,1,1,80,35
3,1310,3,1,80,63.22
4,2090,4,0,80,91.915
3,1325,2,1,80,47
2,1057,2,2,80,30
3,1825,3,2,80,145
2,1027,2,2,80,44
2,991,2,0,80,64
2,1738,2,1,80,57.35
2,1180,2,2,80,72
2,1187,2,1,80,38
2,1450,2,2,80,90
3,2040,3,2,80,114
2,1179,2,1,80,51
2,1322,2,3,80,70
2,1170,2,2,80,53.11
4,1000,5,2,80,200
2,1070,2,1,80,55
3,1720,3,2,80,224
2,760,2,2,80,38.5
4,1800,3,2,80,82
2,1155,2,2,80,39
3,1400,2,1,80,40.43
2,1100,2,1,80,62
2,1074,2,1,80,42.8
4,5000,4,0,80,300
3,2172,3,0,80,100
2,1116,2,3,80,51.91
2,1197,2,1,80,76
4,3250,4,2,80,136
9,960,5,2,80,130
3,1814,3,3,80,63
2,1085,2,2,80,34.2
3,1400,2,2,80,40.44
3,1570,3,2,80,68
2,950,2,1,80,60
4,350,3,1,80,45
2,1260,2,1,80,100
6,1200,6,0,80,85
3,1900,3,2,80,85
2,1173,2,1,80,78.2
3,1605,3,2,80,260
3,1425,1,0,80,54
3,1667,3,0,80,130
3,1660,2,2,81,105
5,600,3,2,81,85
2,883,2,1,81,45
2,930,2,2,81,39
2,1100,2,2,81,50
2,1056,2,1,81,80
4,3385,5,0,81,260
2,1279,2,1,81,77
3,1630,3,2,81,194
2,1282,2,2,81,87
3,1315,2,1,81,54.8
2,1225,2,2,81,55.11
3,1484,3,2,81,52.5
2,1140,2,2,81,43
2,1330,2,1,81,71
2,950,2,1,81,39
3,1300,2,0,81,60
2,1800,1,1,81,128
3,1480,3,2,81,90
1,500,2,2,81,14
3,2350,3,3,81,300
3,1525,3,1,81,100
2,1255,2,2,81,65.26
3,1000,2,0,81,110
2,1170,2,3,81,105
2,1030,2,3,81,61
3,1847,3,2,81,110
3,1843,3,2,81,95.84
2,1015,2,1,81,56
3,1570,3,3,81,68
3,1500,2,1,81,200
3,1200,2,0,81,62
3,1875,3,1,81,180
3,1500,3,1,81,71.8
3,2500,3,0,81,270
2,1090,2,1,81,54.54
3,1290,2,1,81,94.5
3,1682,3,1,81,120
2,1027,2,2,81,43
4,3895,4,2,81,405
2,1000,2,1,81,65.3
3,167,3,2,81,10
2,1128,2,1,81,48.79
2,1308,2,1,81,83
3,1790,3,2,81,105
4,2725,5,0,81,191
5,2500,5,2,81,120
4,3900,4,0,81,333
3,1936,3,1,81,118
2,965,2,1,81,67
2,1098,2,1,81,74
2,1280,2,2,81,80
1,450,1,1,81,25
2,2800,2,0,81,650
3,2100,3,0,81,252
2,1418,2,2,81,104
2,850,2,0,81,35
2,1710,2,2,81,200
2,1236,2,2,81,61.33
4,906,3,2,81,55
3,1445,2,1,81,56
2,1000,2,1,81,28.88
3,1987,4,2,81,165
4,3436,5,0,81,341
3,1410,2,0,81,80
2,1190,2,1,81,70
3,1469,3,1,81,89
3,1490,2,1,81,115
2,1050,2,3,81,48
2,845,2,2,81,43
3,2225,3,1,81,149
2,1232,2,1,81,66
5,1800,4,1,81,68
3,675,3,1,81,70
2,1194,2,2,81,47
3,2400,2,3,81,180
3,1540,3,3,81,90
2,1040,2,2,81,50
6,2400,6,0,81,98
2,1120,2,2,81,50
3,1595,3,2,81,120
3,1820,3,2,81,150
3,1655,2,2,81,62.89
2,1250,2,2,81,110
3,1282,3,2,81,178
3,1652,3,3,81,110
2,1174,2,1,81,47
2,1050,2,1,81,75
2,1200,2,0,81,86
2,1633,2,1,81,72
2,1300,2,2,81,78
2,1180,2,1,81,59.47
2,1076,2,1,81,50
3,1861,3,3,81,92
2,1220,2,2,81,63
3,2600,3,2,81,195
3,1680,3,2,81,122
2,1489,2,0,81,101
3,1626,3,3,81,85
1,662,1,0,81,38
2,1315,2,2,81,50
2,1130,2,1,81,75
2,1150,2,2,81,72
2,1084,2,1,81,53
3,2215,4,2,81,154
2,1255,2,0,81,60.48
2,1160,2,2,81,57
2,1420,2,1,81,62
3,1450,2,1,81,90
5,2400,5,1,81,150
4,3675,4,3,81,176
4,5000,4,2,81,536
3,1436,2,2,81,75
2,1000,2,1,81,29.95
1,1200,1,0,81,65
3,1820,3,2,81,140
2,1200,2,1,81,46.13
3,2150,3,3,81,240
6,3800,6,0,81,390
2,1192,2,3,81,75
1,644,1,1,81,32
2,1050,2,3,81,43
2,1152,2,2,81,55
3,1400,3,2,81,98
1,760,1,2,81,50.4
4,2100,3,1,81,147
8,1150,8,0,81,70
3,1250,3,2,81,54
3,875,3,1,81,115
2,1215,2,1,81,43.75
7,1875,5,1,81,192
5,600,3,0,81,140
2,740,1,1,81,22
2,1190,2,1,81,55
2,1270,2,2,81,52
2,1255,2,2,81,42.54
3,1903,2,1,81,293
4,2957,1,0,82,224.5
1,400,1,0,82,14
2,900,2,1,82,110
2,1380,2,1,82,60
2,1150,2,2,82,126
1,595,1,1,82,33.32
3,1641,3,2,82,66
4,2225,4,0,82,98.88
3,1240,3,2,82,43.5
2,1020,2,1,82,45.9
3,1800,3,3,82,90
4,2400,4,3,82,200
4,600,5,2,82,60
2,1143,2,2,82,38.65
3,2500,3,2,82,135
3,1560,2,3,82,66
3,1600,2,0,82,80
3,2800,2,0,82,200
3,1570,3,3,82,64.5
2,950,2,2,82,32.5
1,500,1,0,82,20
2,1003,2,1,82,40.6
3,1775,3,3,82,110
2,1200,2,2,82,37.8
3,1760,3,2,82,145
2,1448,2,2,82,68
2,1340,2,2,82,61
3,1850,4,3,82,139
4,2200,4,2,82,195
1,812,1,0,82,26
2,850,1,1,82,32
2,1200,2,2,82,50
4,3600,3,2,82,410
3,1700,3,2,82,88
3,2280,3,0,82,285
5,2400,5,3,82,100
4,3600,5,0,82,220
3,1318,2,1,82,85.28
3,1371,2,2,82,65
3,1250,3,2,82,40
2,1079,2,2,82,41
3,1450,3,0,82,77.41
2,1200,2,0,82,150
3,2215,1,0,82,293
2,1194,2,2,82,47
2,1020,2,1,82,45
4,2503,6,2,82,325
4,3216,5,2,82,300
3,2400,4,2,82,200
2,660,1,1,82,15
2,883,2,1,82,40.95
2,1070,2,1,82,45.5
4,2155,3,3,82,125
2,1100,2,2,82,70
2,1085,2,1,82,41.23
3,1679,3,0,82,92.13
3,1200,3,1,82,165
3,1310,2,3,82,68
3,1766,3,1,82,130
2,1265,2,3,82,67
2,1180,2,1,82,41.3
4,2250,4,1,82,400
4,2360,4,1,82,650
2,1305,2,1,82,75
2,1035,2,1,82,39.33
2,1125,2,2,82,65
2,900,2,1,82,41
2,1216,2,1,82,69
4,4856,5,3,82,410
8,1020,10,0,82,155
2,1485,2,1,82,96.51
2,1022,2,2,82,57
2,1075,2,1,82,55
3,715,2,0,82,32
3,1200,5,0,82,325
2,1100,2,1,82,66
3,1250,2,2,82,68.75
2,1244,3,0,82,48
2,1085,2,2,82,33.7
2,1250,2,1,82,43
4,1200,4,0,82,95
1,525,1,1,82,26
3,1580,3,1,82,73
9,3600,9,3,82,240
5,1480,4,1,82,169
1,425,1,1,82,15
2,1100,2,2,82,52
2,1153,2,2,82,56.7
3,1820,3,2,82,85
2,1295,2,2,82,55.47
2,1050,2,2,82,65
3,1300,2,1,82,42
3,1800,3,2,82,130
2,1052,2,2,82,51
3,1265,2,2,82,65
4,3000,4,2,82,160
2,1129,2,1,82,44
2,799,2,1,82,35
4,2800,4,3,82,365
2,1200,2,1,82,54
2,1200,2,1,82,110
2,1270,2,3,82,73
4,2774,4,3,82,197
3,2400,3,2,82,252
4,2150,4,2,82,90
2,1478,2,2,82,125
2,1105,2,2,82,28.18
2,1100,2,2,82,48
2,1125,2,2,82,45
2,1100,2,1,82,65
4,2400,4,2,82,595
2,1060,2,2,82,33.95
3,1614,2,2,82,59
3,1397,2,0,82,52
2,1200,2,1,82,45
3,1800,3,0,82,95
4,1530,3,3,82,87
4,2425,5,1,82,175
3,1635,3,1,82,57
4,600,2,1,82,72
3,1449,3,2,82,110
2,1251,2,3,82,47
2,1035,2,1,82,42.5
2,965,2,1,82,54
5,1400,6,3,82,252
2,1201,2,3,82,80
2,1150,2,1,82,48.5
2,1053,2,3,82,44
2,1072,2,1,82,42.87
2,1325,2,1,82,59
2,1194,2,1,82,57
2,1080,2,1,82,49
3,1570,2,2,82,95
3,2503,3,3,82,138
2,1250,2,0,82,75
2,1081,2,3,82,60
2,750,2,1,82,19.5
2,1530,2,1,82,108
2,1326,2,2,83,78
1,705,1,2,83,67
3,1664,2,3,83,73.95
4,2483,5,2,83,212
3,1760,2,2,83,130
2,1080,2,2,83,50
2,1200,2,1,83,45
2,1185,2,2,83,43.51
2,1115,2,0,83,58.935
4,1080,3,1,83,155
5,1600,4,0,83,125
3,1570,3,3,83,80
4,14000,3,2,83,800
4,3467.86,6,3,83,249
3,1475,2,2,83,58.99
2,1201,2,2,83,27
3,1600,3,2,83,75
2,1200,2,1,83,120
2,1300,2,3,83,110
1,640,1,0,83,55
2,1146,2,1,83,38.5
2,1350,2,1,83,185
2,1125,2,1,83,63
3,2145,3,2,83,175
3,2010,3,3,83,92
3,1762,3,3,83,110
4,4000,5,0,83,212
3,3297,3,1,83,135
2,1090,3,2,83,44
3,1360,2,2,83,65
3,1575,2,2,83,110
2,1251,2,1,83,47.4
3,1200,3,2,83,175
3,1749,3,2,83,115
3,1100,3,2,83,53
2,1143,2,2,83,65
1,2400,1,0,83,650
2,1128,2,1,83,68
2,901,2,1,83,49.5
3,1470,3,0,83,62
2,1170,2,2,83,46
5,897,2,1,83,85
2,1016,2,1,83,58
2,900,2,2,83,110
3,1490,2,2,83,59.6
4,3250,5,1,83,850
2,1145,2,2,83,40
6,800,3,2,83,120
10,2416,10,0,83,600
2,700,1,1,83,19
2,1062,2,1,83,42.47
2,1016,2,2,83,40
5,3200,5,3,83,140
4,600,3,1,83,95
3,1300,2,2,83,75
4,2675,4,2,83,290
2,950,2,1,83,39
2,1390,2,2,83,86
1,500,1,1,83,15
1,525,1,0,83,27
7,1200,7,2,83,169
3,1500,4,2,83,239
3,1737,2,3,83,95
4,2100,3,1,83,125
4,2100,4,3,83,92
3,1191,2,1,83,55.38
4,2690,4,2,83,185
2,1065,2,1,83,56.13
4,4003,6,1,83,525
2,1285,2,2,83,56
3,1460,2,3,83,43.79
4,882,3,0,83,72
2,1205,2,2,83,70
3,1230,2,2,83,31.37
2,1310,2,1,83,66
3,1655,3,3,83,120
4,3630,6,1,83,196
2,1040,2,1,83,68.59
3,1215,2,2,83,49.75
5,2400,6,3,83,125
5,5100,6,3,83,375
4,945,5,2,83,120
3,2650,3,2,83,125
1,600,1,1,83,35
4,1250,4,1,83,100
2,820,2,2,83,30
4,2340,4,1,83,145
4,1000,4,1,83,90
2,1033,2,2,83,32
3,480,3,3,83,65
4,1650,5,3,83,309
2,985,2,1,83,40.39
2,1350,2,2,83,42
2,1000,2,2,83,35
2,1280,2,2,83,75
2,980,2,1,83,86
1,645,1,0,83,42.295
3,1450,2,1,83,75
3,1278,3,2,83,62.71
3,1559,3,1,83,81.55
3,1400,2,1,83,78
2,1160,2,1,83,52.2
3,1723,3,2,83,95
2,1180,2,3,83,41.94
4,6000,4,0,83,625
3,2475,4,3,83,337
3,1800,3,2,83,175
3,1720,3,3,83,150
3,1789,3,3,83,75
2,1185,2,3,83,55
2,925,2,1,83,37
2,1059,2,1,83,57
4,1500,3,2,83,162
2,1140,2,2,83,56
3,1517,3,2,83,71.28
3,2045,3,2,83,108
3,1886,3,2,83,205
2,1323,2,2,83,74
3,3425,3,1,83,320
3,3300,3,2,83,165
3,2500,3,1,83,250
2,1105,2,2,83,30
3,1200,2,2,83,44
3,1684,3,1,83,120
3,1344,2,0,83,56
3,1615,3,2,83,97
3,1500,3,2,83,88
3,1325,2,3,83,56
3,1425,2,2,83,65
6,2400,5,2,83,750
2,1220,2,2,83,52
8,4000,8,3,83,160
2,1290,2,2,83,88
2,1075,2,2,83,60
3,1644,3,3,83,80.51
3,1600,2,0,83,140
2,1225,2,3,83,58
3,1730,3,2,83,125
3,1325,2,2,84,60.8
2,770,1,1,84,36
3,2026,3,2,84,132
2,1166,2,2,84,55
3,1800,3,3,84,110
3,2225,3,1,84,160
2,1260,2,1,84,67.39
3,1750,3,2,84,85
3,1665,3,2,84,86.58
2,1495,2,1,84,79.5
3,1600,2,2,84,65
2,1093,2,2,84,70
1,500,1,1,84,20
3,1530,2,2,84,74.4
3,1410,3,1,84,65
2,1500,2,1,84,60
3,1482,2,1,84,92
2,1000,2,1,84,50
4,1550,2,2,84,65
2,972,2,1,84,44
3,2475,4,3,84,332
2,1080,2,2,84,37
2,900,2,2,84,42
5,1500,5,0,84,85
3,1480,2,2,84,64.23
2,1105,2,1,84,38.65
1,600,1,0,84,32
2,1187,2,2,84,45
2,1132,2,2,84,42
3,2167,3,3,84,170
2,1418,2,2,84,104
2,883,2,1,84,45
4,1650,3,1,84,220
2,1500,3,1,84,65
2,1247,2,0,84,53
2,1470,2,2,84,61.74
1,923,1,1,84,60.84
4,4428,4,2,84,255
7,600,7,0,84,73
2,1150,2,1,84,75
2,1104,2,2,84,39
2,936,2,2,84,43
2,1100,2,2,84,48
2,1100,2,1,84,45
4,10000,4,0,84,450
2,1037,2,1,84,36.28
3,1550,3,2,84,74.5
3,1991,4,2,84,88
2,919,2,0,84,28
3,1402,2,2,84,85
2,888,2,0,84,32.67
3,1450,3,1,84,68
4,4260,4,3,84,272
2,1060,2,1,84,40
3,1600,3,2,84,56
2,1016,2,1,84,45.9
2,1020,2,2,84,55
3,1390,2,2,84,76.45
2,1100,1,1,84,15
5,2570,4,0,84,141
6,850,7,2,84,100
3,1349,3,0,84,115.89
2,1000,2,1,84,28.88
2,1125,2,1,84,32.5
2,1065,2,1,84,40.47
2,1200,2,2,84,79
2,1340,2,2,84,65
3,1411,3,1,84,93.15
2,1100,2,1,84,37
2,1018,2,1,84,50.8
2,1450,2,1,84,57
2,1153,2,2,84,45
4,1200,4,2,84,165
2,1065,2,1,84,42.59
6,1806,6,1,84,370
3,1691.2,3,1,84,115
2,990,2,2,84,37.62
6,1034,6,2,84,101
4,2150,4,2,84,115
5,4166,5,0,84,560
4,2400,3,2,84,480
6,2400,4,2,84,420
2,1215,2,1,84,68
2,1175,2,1,84,50
4,1350,4,2,84,160
4,2230,4,0,84,792
2,1084,2,1,84,179
5,2400,5,2,84,85
2,800,1,1,84,90
3,1506,3,1,84,95
1,540,1,0,84,13.26
2,1045,2,2,84,42
3,1573,3,2,84,98
2,1000,2,1,84,28.88
3,1279,2,1,84,53.76
4,1200,4,3,84,210
2,1075,2,0,84,52
3,1819,3,2,84,100
3,1223,2,2,84,42.81
2,1190,2,2,84,50
3,1575,3,2,84,80
3,1450,2,1,84,67
2,1175,2,2,84,70.5
3,1820,3,2,84,85.2
4,600,3,0,84,77
3,1669,3,2,84,298
2,1010,2,1,84,52
3,1689,3,2,84,103
2,1021,2,1,84,76
4,1900,4,2,84,80
2,1415,2,2,84,60
2,1299,2,1,84,97
3,1182,2,1,84,60.1
1,645,1,1,84,55
2,1166,2,1,84,37.29
2,1268,2,1,84,56
3,1200,2,0,84,190
2,1232,2,1,84,69.61
4,2950,4,3,84,253
3,1242,3,1,84,51
3,1700,3,2,84,90
2,1080,2,2,84,38
3,1800,3,2,84,128
3,1672,3,2,84,86
4,5400,5,3,84,475
2,1289,2,0,84,70
3,2400,3,2,84,380
2,1169,2,1,84,50.11
2,1165,1,0,84,42.09
2,1183,2,1,84,79.54
4,3150,4,2,84,150
3,1082,2,1,84,45
2,1200,2,1,84,44.4
2,1260,2,2,84,83.5
3,1740,3,2,84,150
3,1596,3,1,84,118
2,1274,2,1,84,90
2,1048,2,1,84,44
3,1499,5,2,85,102
2,1242,2,3,85,51
2,1210,2,1,85,80.9
2,1050,2,1,85,65
2,1070,2,1,85,54
2,1126,2,1,85,28.15
3,1720,3,3,85,78
2,1152,2,1,85,53.5
3,2489,3,0,85,94
4,3260,4,1,85,240
6,3968,5,2,85,900
3,1865,3,3,85,145
1,485,1,1,85,15
2,980,2,2,85,69
1,440,1,1,85,16.5
3,1785,3,2,85,75
3,1000,4,3,85,66
4,2780,5,2,85,480
2,770,1,1,85,40
3,1840,3,3,85,98
2,1455,2,1,85,145
2,1255,2,2,85,73
2,1155,2,1,85,58
2,740,2,1,85,34
3,1230,2,2,85,43.5
3,1825,3,1,85,105
3,1410,2,3,85,44.42
3,1400,2,1,85,40.44
2,1375,2,2,85,80
2,1200,2,1,85,35
2,1050,2,1,85,42
3,1400,2,3,85,67
4,600,2,1,85,85
2,1175,2,1,85,48
3,2000,3,2,85,200
4,1584,3,2,85,145
4,3595,6,2,85,360
2,1051,2,2,85,56.74
3,1730,3,1,85,120
3,1200,3,2,85,165
2,950,2,1,85,45
2,1280,2,1,85,75
2,1080,2,1,85,45
2,635,1,1,85,22
3,1592,3,1,85,91
3,1345,2,2,85,57
3,1830,4,2,85,82
2,1115,2,1,85,60
3,1725,3,0,85,110
4,4640,4,2,85,600
